UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target
4723,8405,2,303.4,311.8,1391,42.7,197,0
4724,3849,1,303.4,311.8,1366,50.9,200,1
4725,3850,1,303.4,311.9,1771,31.6,202,0
4726,8406,2,303.4,311.8,1515,42.6,204,0
4727,8407,2,303.4,311.8,2133,18.3,207,0
4728,8408,2,303.4,311.8,1341,47.0,210,1
4729,3851,1,303.4,311.7,1406,47.1,213,0
4730,3852,1,303.4,311.8,1306,61.0,215,1
4731,3853,1,303.3,311.7,1508,35.5,217,0
4732,3854,1,303.3,311.6,1301,45.1,219,1
4733,3855,1,303.3,311.7,1539,38.5,221,0
4734,3856,1,303.3,311.6,1484,44.6,223,0
4735,3857,1,303.2,311.5,1507,39.2,225,0
4736,3858,1,303.2,311.5,1544,42.5,227,0
4737,3859,1,303.2,311.5,1513,37.9,0,0
4738,8409,2,303.2,311.5,1336,58.2,2,1
4739,8410,2,303.2,311.4,2102,19.0,5,0
4740,3860,1,303.2,311.4,1351,53.8,8,1
4741,3861,1,303.3,311.5,1601,35.2,10,0
4742,3862,1,303.2,311.3,1393,52.9,12,0
4743,3863,1,303.3,311.3,1592,33.7,14,0
4744,3864,1,303.3,311.3,1409,51.8,16,0
4745,3865,1,303.3,311.3,1393,47.4,18,0
4746,474,0,303.2,311.2,1475,43.1,20,0
4747,3866,1,303.2,311.2,1427,45.6,25,0
4748,3867,1,303.3,311.2,1763,27.3,27,0
4749,3868,1,303.2,311.2,1363,46.7,29,1
4750,3869,1,303.2,311.2,1404,50.9,31,0
4751,8411,2,303.2,311.2,1688,31.9,33,0
4752,3870,1,303.3,311.4,1510,37.3,36,0
4753,475,0,303.3,311.3,1502,39.5,38,0
4754,476,0,303.2,311.4,1607,36.6,43,0
4755,8412,2,303.3,311.5,1384,54.8,48,0
4756,3871,1,303.4,311.7,1295,51.3,51,1
4757,477,0,303.4,311.7,1991,19.0,53,0
4758,3872,1,303.4,311.6,1497,42.8,58,0
4759,3873,1,303.5,311.6,1465,48.7,60,0
4760,3874,1,303.5,311.6,1361,46.5,62,1
4761,3875,1,303.6,311.7,1546,38.5,64,0
4762,478,0,303.7,311.9,1332,52.7,66,1
4763,8413,2,303.7,312.0,2663,11.4,71,1
4764,3876,1,303.7,312.1,1443,45.9,74,0
4765,8414,2,303.7,312.0,1402,48.6,76,0
4766,3877,1,303.7,312.0,1892,22.5,79,0
4767,8415,2,303.6,312.0,1645,35.7,81,0
4768,3878,1,303.6,311.9,1473,50.1,84,0
4769,3879,1,303.6,312.0,1309,52.9,86,1
4770,479,0,303.6,311.9,1544,37.1,88,0
4771,3880,1,303.5,311.9,1344,49.3,93,1
4772,8416,2,303.6,311.9,1617,36.0,95,0
4773,8417,2,303.6,312.0,1435,37.9,98,0
4774,3881,1,303.6,312.0,1391,50.3,101,0
4775,3882,1,303.6,312.0,1827,23.3,103,0
4776,3883,1,303.5,312.0,1761,25.8,105,0
4777,3884,1,303.5,312.1,1522,36.4,107,0
4778,8418,2,303.5,312.2,1818,23.6,109,0
4779,480,0,303.6,312.2,1371,54.6,112,1
4780,3885,1,303.7,312.3,1511,38.9,117,0
4781,3886,1,303.7,312.4,1404,46.6,119,0
4782,3887,1,303.7,312.3,1384,45.9,121,0
4783,3888,1,303.8,312.5,1368,52.6,123,0
4784,3889,1,303.7,312.5,1641,36.0,125,0
4785,3890,1,303.9,312.6,1642,32.3,127,0
4786,481,0,303.9,312.7,1401,50.0,129,0
4787,3891,1,303.8,312.6,1577,41.3,134,0
4788,3892,1,303.7,312.6,1396,44.1,136,0
4789,482,0,303.7,312.6,1514,35.5,138,0
4790,3893,1,303.8,312.8,1646,35.8,143,0
4791,3894,1,303.8,312.8,1443,40.7,145,0
4792,8419,2,303.7,312.7,1469,48.5,147,0
4793,483,0,303.7,312.7,1564,40.2,150,0
4794,484,0,303.6,312.6,1498,40.2,155,0
4795,3895,1,303.6,312.6,1699,27.9,160,0
4796,3896,1,303.6,312.5,1431,49.0,162,0
4797,3897,1,303.5,312.4,1390,47.3,164,0
4798,3898,1,303.5,312.5,1380,46.1,166,0
4799,3899,1,303.5,312.5,1457,46.4,168,0
4800,3900,1,303.5,312.5,1418,42.2,170,0
4801,8420,2,303.5,312.5,1353,51.0,172,0
4802,3901,1,303.5,312.4,1574,32.7,175,0
4803,8421,2,303.5,312.4,1318,54.2,177,0
4804,3902,1,303.6,312.5,1710,31.4,180,0
4805,3903,1,303.7,312.6,1621,38.8,182,0
4806,3904,1,303.6,312.6,1606,33.6,184,0
4807,485,0,303.6,312.5,1375,54.0,186,0
4808,3905,1,303.5,312.4,1503,36.5,191,0
4809,3906,1,303.5,312.3,1404,48.6,193,0
4810,3907,1,303.4,312.2,1656,32.7,195,0
4811,8422,2,303.4,312.1,1499,39.4,197,0
4812,8423,2,303.4,312.0,1748,28.4,200,0
4813,3908,1,303.4,311.9,1531,37.9,203,0
4814,8424,2,303.3,311.8,1536,40.6,205,0
4815,3909,1,303.4,311.8,1401,53.0,208,1
4816,486,0,303.4,311.9,1534,33.2,210,0
4817,3910,1,303.4,312.0,1521,35.9,215,1
4818,3911,1,303.5,312.1,1674,30.8,0,0
4819,8425,2,303.6,312.1,1967,20.9,2,0
4820,3912,1,303.6,312.2,1696,30.7,5,0
4821,8426,2,303.6,312.1,1627,32.5,7,0
4822,3913,1,303.5,311.9,1405,45.6,10,0
4823,3914,1,303.5,311.9,1565,38.9,12,0
4824,3915,1,303.5,311.9,1493,38.7,14,0
4825,3916,1,303.4,311.8,1499,45.0,16,0
4826,3917,1,303.3,311.8,1692,30.6,18,0
4827,3918,1,303.4,311.8,2268,15.8,20,0
4828,3919,1,303.4,311.8,1438,58.9,22,0
4829,3920,1,303.5,311.9,1515,39.2,24,0
4830,3921,1,303.4,311.9,1491,38.2,26,0
4831,3922,1,303.5,312.0,1756,29.7,28,0
4832,3923,1,303.5,312.0,1366,54.5,30,1
4833,3924,1,303.5,312.0,1436,45.1,32,0
4834,3925,1,303.4,311.9,1377,41.6,34,1
4835,8427,2,303.4,311.9,1510,42.2,36,0
4836,8428,2,303.4,311.9,1419,50.9,39,0
4837,3926,1,303.3,311.8,1315,62.0,42,1
4838,487,0,303.3,311.8,1806,27.7,44,0
4839,488,0,303.3,311.8,1649,29.4,49,0
4840,489,0,303.4,311.9,1402,50.0,54,0
4841,3927,1,303.4,311.9,1298,63.9,59,1
4842,8429,2,303.3,311.8,1441,44.9,61,0
4843,8430,2,303.3,311.8,1489,49.4,64,0
4844,3928,1,303.3,311.8,1842,24.5,67,0
4845,8431,2,303.4,311.8,1316,50.9,69,1
4846,8432,2,303.3,311.8,1583,33.3,72,0
4847,8433,2,303.3,311.8,1548,33.5,75,0
4848,3929,1,303.4,311.9,1434,44.6,78,0
4849,490,0,303.5,312.0,1397,52.9,80,0
4850,8434,2,303.5,312.0,1475,42.9,85,0
4851,3930,1,303.5,312.0,1441,56.8,88,0
4852,3931,1,303.7,312.1,1363,51.8,90,1
4853,3932,1,303.7,312.2,1619,34.9,92,0
4854,3933,1,303.7,312.2,1487,34.0,94,0
4855,3934,1,303.7,312.2,1568,33.8,96,0
4856,3935,1,303.7,312.3,1375,46.2,98,0
4857,8435,2,303.6,312.3,1698,31.3,100,0
4858,3936,1,303.7,312.3,1606,37.4,103,0
4859,3937,1,303.7,312.3,1349,51.0,105,0
4860,3938,1,303.7,312.4,1535,38.6,107,0
4861,8436,2,303.6,312.4,1504,49.5,109,0
4862,3939,1,303.5,312.3,1946,21.1,112,0
4863,3940,1,303.5,312.1,1326,55.7,114,0
4864,8437,2,303.6,312.3,1915,22.3,116,0
4865,3941,1,303.6,312.3,1451,43.4,119,0
4866,8438,2,303.5,312.3,1624,34.8,121,0
4867,3942,1,303.6,312.4,1781,28.7,124,0
4868,3943,1,303.6,312.5,1345,54.1,126,0
4869,3944,1,303.6,312.4,1418,46.0,128,0
4870,3945,1,303.7,312.4,1718,26.5,130,0
4871,8439,2,303.7,312.4,1631,28.5,132,0
4872,3946,1,303.7,312.4,1513,40.1,135,0
4873,3947,1,303.7,312.4,1316,59.3,137,0
4874,8440,2,303.7,312.4,1474,38.8,139,0
4875,3948,1,303.8,312.5,1619,30.9,142,0
4876,3949,1,303.7,312.4,1702,31.2,144,0
4877,8441,2,303.7,312.4,1540,37.4,146,0
4878,8442,2,303.7,312.4,1546,33.7,149,0
4879,3950,1,303.7,312.4,1348,51.0,152,0
4880,491,0,303.7,312.5,1520,35.6,154,0
4881,8443,2,303.8,312.6,1527,41.9,159,0
4882,8444,2,303.8,312.6,1406,47.1,162,0
4883,3951,1,303.7,312.5,1462,46.2,165,0
4884,8445,2,303.8,312.6,1684,29.3,167,0
4885,492,0,303.8,312.5,1655,28.0,170,0
4886,493,0,303.8,312.5,1748,25.1,175,0
4887,3952,1,303.8,312.5,1372,45.7,180,0
4888,3953,1,303.7,312.5,1481,33.3,182,0
4889,3954,1,303.7,312.4,1512,39.2,184,0
4890,3955,1,303.7,312.5,1632,36.6,186,0
4891,3956,1,303.7,312.4,1525,43.9,188,0
4892,8446,2,303.7,312.3,1756,26.4,190,0
4893,3957,1,303.7,312.3,1922,23.1,193,0
4894,8447,2,303.8,312.5,1448,44.3,195,0
4895,494,0,303.8,312.5,1447,46.6,198,0
4896,8448,2,303.8,312.4,1597,33.4,203,0
4897,8449,2,303.7,312.4,1642,32.3,206,0
4898,495,0,303.8,312.5,1525,38.0,209,0
4899,496,0,303.6,312.4,1460,53.7,214,0
4900,3958,1,303.6,312.3,2168,17.7,219,0
4901,3959,1,303.6,312.4,1388,41.9,221,0
4902,8450,2,303.6,312.3,1630,32.4,223,0
4903,3960,1,303.6,312.3,1616,29.3,226,0
4904,3961,1,303.6,312.4,2232,16.8,0,0
4905,497,0,303.6,312.4,1480,50.7,2,0
4906,3962,1,303.6,312.4,1363,53.1,7,0
4907,498,0,303.6,312.4,1436,45.6,9,0
4908,8451,2,303.6,312.5,1607,33.7,14,0
4909,8452,2,303.6,312.5,1459,48.2,17,0
4910,3963,1,303.5,312.4,1481,43.7,20,0
4911,8453,2,303.5,312.4,1606,31.7,22,0
4912,3964,1,303.5,312.3,1681,29.8,25,0
4913,3965,1,303.5,312.2,1511,37.1,27,0
4914,8454,2,303.5,312.3,1593,35.2,29,0
4915,8455,2,303.5,312.3,1532,41.7,32,0
4916,499,0,303.5,312.3,1386,49.0,35,0
4917,500,0,303.4,312.3,1769,27.9,40,0
4918,8456,2,303.4,312.2,1561,38.2,45,0
4919,3966,1,303.3,312.2,1457,40.7,48,0
4920,3967,1,303.3,312.2,1506,40.0,50,0
4921,3968,1,303.4,312.2,1337,69.4,52,1
4922,3969,1,303.4,312.3,1287,54.8,54,0
4923,8457,2,303.4,312.2,1615,35.7,56,0
4924,8458,2,303.4,312.2,1972,23.5,59,0
4925,501,0,303.4,312.3,1522,42.1,62,0
4926,3970,1,303.4,312.3,1680,30.6,67,0
4927,3971,1,303.4,312.3,1502,36.0,69,0
4928,8459,2,303.5,312.3,1543,33.3,71,0
4929,3972,1,303.5,312.3,1584,35.2,74,0
4930,3973,1,303.5,312.4,1340,44.5,76,0
4931,3974,1,303.4,312.3,1663,33.9,78,0
4932,8460,2,303.3,312.1,1693,30.0,80,0
4933,3975,1,303.3,312.1,1418,44.7,83,0
4934,502,0,303.4,312.2,1554,36.8,85,0
4935,3976,1,303.4,312.2,1580,35.8,90,0
4936,3977,1,303.4,312.3,1479,42.8,92,0
4937,3978,1,303.5,312.4,1284,70.6,94,1
4938,3979,1,303.4,312.3,1540,38.7,96,0
4939,8461,2,303.5,312.4,1606,30.1,98,0
4940,3980,1,303.6,312.5,1286,62.4,101,0
4941,3981,1,303.6,312.6,1502,39.5,103,0
4942,8462,2,303.6,312.7,1699,31.5,105,0
4943,3982,1,303.5,312.6,1602,34.2,108,0
4944,503,0,303.6,312.6,1436,42.0,110,0
4945,8463,2,303.6,312.7,1765,27.5,115,0
4946,3983,1,303.6,312.7,1418,44.1,118,0
4947,8464,2,303.7,312.7,1669,31.7,120,0
4948,3984,1,303.7,312.7,1395,53.9,123,0
4949,8465,2,303.8,312.7,1500,41.7,125,0
4950,8466,2,303.8,312.7,1555,33.4,128,0
4951,8467,2,303.8,312.7,1919,20.2,131,0
4952,3985,1,303.8,312.7,1596,36.6,134,0
4953,8468,2,303.8,312.7,1374,53.6,136,0
4954,3986,1,303.7,312.5,1670,26.1,139,0
4955,3987,1,303.7,312.6,1702,29.1,141,0
4956,8469,2,303.8,312.5,1366,45.1,143,0
4957,8470,2,303.8,312.5,2344,15.2,146,0
4958,8471,2,303.8,312.6,1768,23.9,149,0
4959,3988,1,303.8,312.5,1523,47.0,152,0
4960,3989,1,303.8,312.6,1735,25.9,154,0
4961,3990,1,303.9,312.7,1339,62.3,156,0
4962,3991,1,303.9,312.7,1800,24.3,158,0
4963,8472,2,304.0,312.7,1456,51.2,160,0
4964,3992,1,303.9,312.7,1789,24.4,163,0
4965,3993,1,303.9,312.7,1602,33.9,165,0
4966,8473,2,303.8,312.7,1364,49.3,167,0
4967,3994,1,303.8,312.6,1793,28.1,170,0
4968,3995,1,303.9,312.6,1426,53.4,172,0
4969,8474,2,303.9,312.7,1485,43.3,174,0
4970,3996,1,303.9,312.7,1528,38.4,177,0
4971,3997,1,303.8,312.6,1565,36.0,179,0
4972,3998,1,303.8,312.7,1838,27.8,181,0
4973,504,0,303.8,312.6,1811,24.9,183,0
4974,3999,1,303.8,312.7,1461,38.2,188,0
4975,4000,1,303.8,312.7,1414,41.7,190,0
4976,4001,1,303.7,312.7,1426,45.5,192,0
4977,4002,1,303.7,312.7,1359,56.8,194,1
4978,4003,1,303.7,312.7,1540,44.8,196,0
4979,4004,1,303.6,312.7,1429,47.7,198,0
4980,8475,2,303.7,312.7,1612,36.3,200,0
4981,8476,2,303.7,312.8,1685,31.8,203,0
4982,8477,2,303.7,312.8,1558,37.7,206,0
4983,4005,1,303.7,313.0,1811,24.3,209,0
4984,4006,1,303.8,313.1,1869,25.8,211,0
4985,4007,1,303.8,313.1,1256,58.7,213,1
4986,8478,2,303.8,313.0,1789,23.5,215,0
4987,4008,1,303.7,312.9,1502,40.5,0,0
4988,8479,2,303.7,313.0,1303,54.4,2,0
4989,4009,1,303.8,313.1,2497,13.0,5,1
4990,4010,1,303.9,313.2,1499,37.4,7,0
4991,4011,1,303.9,313.2,1393,46.5,9,0
4992,8480,2,303.9,313.0,1475,41.0,11,0
4993,4012,1,303.8,312.9,1573,34.6,14,0
4994,4013,1,303.8,312.9,1819,23.7,16,0
4995,8481,2,303.5,312.6,1642,29.4,18,0
4996,4014,1,303.6,312.6,1540,39.8,21,0
4997,8482,2,303.6,312.8,1400,43.2,23,0
4998,8483,2,303.6,312.8,2659,11.4,26,1
4999,8484,2,303.6,312.8,1825,25.2,29,0
5000,8485,2,303.7,312.9,1532,41.3,32,0
5001,4015,1,303.7,312.8,1832,23.6,35,0
5002,8486,2,303.6,312.7,2174,17.6,37,0
5003,4016,1,303.7,312.8,1627,31.7,40,0
5004,4017,1,303.7,312.8,1437,51.3,42,0
5005,4018,1,303.7,312.8,1364,46.3,44,0
5006,8487,2,303.7,312.9,1444,52.7,46,0
5007,8488,2,303.7,312.8,1366,47.3,49,0
5008,4019,1,303.8,312.9,1442,48.3,52,0
5009,505,0,303.7,312.8,1488,42.8,54,0
5010,4020,1,303.7,312.8,1523,40.7,59,0
5011,4021,1,303.7,312.8,1543,38.3,61,0
5012,8489,2,303.7,312.8,1634,33.8,63,0
5013,8490,2,303.8,312.9,1815,27.8,66,0
5014,8491,2,303.8,312.9,1594,35.2,69,0
5015,4022,1,303.8,313.0,1452,38.6,72,0
5016,4023,1,303.9,313.0,1759,28.4,74,0
5017,4024,1,303.9,313.0,1408,47.5,76,0
5018,4025,1,303.9,313.0,1483,45.0,78,0
5019,8492,2,303.9,313.0,1620,36.6,80,0
5020,8493,2,304.0,313.1,1466,39.5,83,0
5021,4026,1,304.1,313.1,1556,36.3,86,0
5022,4027,1,304.0,313.0,1350,61.1,88,0
5023,4028,1,304.0,313.1,1404,47.1,90,0
5024,8494,2,304.0,313.0,1575,34.5,92,0
5025,4029,1,303.9,313.1,1639,29.0,95,0
5026,8495,2,303.9,313.1,1473,42.8,97,0
5027,4030,1,303.9,313.2,1481,40.0,100,0
5028,4031,1,304.0,313.3,1294,54.6,102,0
5029,8496,2,303.9,313.2,1630,29.3,104,0
5030,8497,2,303.9,313.2,1624,39.8,107,0
5031,8498,2,303.9,313.1,1437,48.3,110,0
5032,8499,2,303.8,313.0,1514,45.0,113,0
5033,8500,2,304.0,313.1,1694,31.4,116,0
5034,4032,1,304.0,313.1,1564,50.9,119,0
5035,8501,2,303.9,313.1,1514,41.1,121,0
5036,8502,2,304.0,313.2,1500,40.6,124,0
5037,4033,1,304.0,313.2,1615,37.8,127,0
5038,8503,2,304.1,313.2,1586,41.1,129,0
5039,4034,1,304.1,313.3,1732,28.5,132,0
5040,506,0,304.1,313.3,1689,32.5,134,0
5041,507,0,304.1,313.2,1586,34.6,139,0
5042,4035,1,304.0,313.2,1314,47.1,144,0
5043,4036,1,304.1,313.2,1569,35.8,146,0
5044,4037,1,304.1,313.2,1468,39.4,148,0
5045,4038,1,304.1,313.2,1412,47.5,150,0
5046,8504,2,304.1,313.2,1510,46.9,152,0
5047,8505,2,304.1,313.2,1410,42.4,155,0
5048,8506,2,304.1,313.3,1680,29.3,158,0
5049,508,0,304.0,313.2,1271,68.6,161,1
5050,509,0,304.0,313.1,1472,45.5,166,0
5051,510,0,304.0,313.0,1701,30.4,171,0
5052,4039,1,303.9,313.0,1480,39.9,176,0
5053,4040,1,303.9,313.0,1433,48.4,178,0
5054,4041,1,303.8,312.9,1514,34.3,180,0
5055,4042,1,303.8,312.9,1619,35.7,182,0
5056,511,0,303.8,312.9,1378,45.6,184,0
5057,8507,2,303.9,312.9,1430,53.5,189,0
5058,4043,1,303.8,312.9,1367,49.9,192,0
5059,4044,1,303.9,312.9,1526,42.5,194,0
5060,4045,1,303.9,312.8,1419,47.9,196,0
5061,4046,1,304.0,312.8,1542,42.7,198,0
5062,4047,1,304.0,312.9,1363,62.5,200,1
5063,4048,1,304.0,312.9,1313,53.9,202,0
5064,512,0,304.0,312.9,1495,46.6,0,0
5065,4049,1,304.0,313.0,1407,42.1,5,0
5066,4050,1,304.1,313.0,1566,37.2,7,0
5067,4051,1,304.1,313.1,1550,30.9,9,0
5068,8508,2,304.2,313.2,1396,50.5,11,0
5069,8509,2,304.3,313.3,1540,39.0,14,0
5070,8510,2,304.2,313.2,1380,48.7,17,0
5071,8511,2,304.2,313.1,1608,31.1,20,0
5072,513,0,304.2,313.0,1442,40.9,23,0
5073,4052,1,304.1,313.0,1408,45.3,28,0
5074,8512,2,304.0,313.0,1454,46.8,30,0
5075,4053,1,304.1,313.1,1666,34.6,33,0
5076,4054,1,304.1,313.2,1366,46.6,35,0
5077,4055,1,304.2,313.2,1464,44.9,37,0
5078,4056,1,304.3,313.3,1775,24.9,39,0
5079,8513,2,304.3,313.4,1482,43.8,41,0
5080,8514,2,304.2,313.4,1411,54.8,44,0
5081,4057,1,304.2,313.3,1410,51.6,47,0
5082,8515,2,304.1,313.3,1494,39.0,49,0
5083,514,0,304.1,313.2,1590,43.4,52,0
5084,4058,1,304.1,313.1,1327,54.1,57,0
5085,4059,1,304.1,313.1,1969,20.8,59,0
5086,8516,2,304.0,313.0,1377,56.0,61,0
5087,4060,1,304.0,313.0,1541,45.9,64,0
5088,8517,2,304.0,313.0,1685,28.2,66,0
5089,4061,1,304.0,313.1,1465,41.0,69,0
5090,8518,2,303.9,313.1,1483,47.2,71,0
5091,8519,2,303.9,313.2,1570,40.7,74,0
5092,4062,1,303.9,313.2,1345,48.2,77,0
5093,8520,2,303.9,313.2,1608,40.6,79,0
5094,8521,2,304.0,313.3,1415,52.8,82,0
5095,8522,2,304.1,313.5,1470,45.8,85,0
5096,8523,2,304.1,313.5,1428,39.9,88,0
5097,515,0,304.2,313.5,1627,32.2,91,0
5098,4063,1,304.2,313.4,1457,49.4,96,0
5099,4064,1,304.2,313.4,1475,40.2,98,0
5100,4065,1,304.2,313.5,1438,50.1,100,0
5101,8524,2,304.2,313.5,1437,47.2,102,0
5102,8525,2,304.1,313.4,1518,42.4,105,0
5103,8526,2,304.1,313.5,1587,33.6,108,0
5104,4066,1,304.1,313.4,1399,43.7,111,0
5105,4067,1,304.1,313.5,1469,44.6,113,0
5106,4068,1,304.1,313.4,1374,56.6,115,0
5107,4069,1,304.0,313.3,1519,36.7,117,0
5108,4070,1,303.9,313.2,1540,44.4,119,0
5109,4071,1,303.9,313.3,1394,51.6,121,0
5110,8527,2,304.0,313.4,1389,45.8,123,0
5111,8528,2,304.0,313.5,1732,26.2,126,0
5112,4072,1,304.1,313.6,1556,37.4,129,0
5113,8529,2,304.1,313.6,1441,43.7,131,0
5114,4073,1,304.1,313.6,1382,46.7,134,0
5115,8530,2,304.2,313.8,1481,44.9,136,0
5116,8531,2,304.2,313.7,2113,18.4,139,0
5117,4074,1,304.2,313.8,1401,53.9,142,0
5118,4075,1,304.1,313.6,1611,31.4,144,0
5119,8532,2,304.2,313.6,1512,33.4,146,0
5120,4076,1,304.2,313.6,1411,46.0,149,0
5121,8533,2,304.2,313.6,1424,43.7,151,0
5122,4077,1,304.2,313.6,1469,40.0,154,0
5123,516,0,304.2,313.5,1684,29.8,156,0
5124,8534,2,304.2,313.5,1532,41.3,161,0
5125,8535,2,304.2,313.5,1557,37.3,164,0
5126,8536,2,304.3,313.5,1416,48.1,167,0
5127,4078,1,304.3,313.5,1802,25.4,170,0
5128,8537,2,304.3,313.5,2245,15.1,172,0
5129,4079,1,304.2,313.4,1434,42.5,175,0
5130,8538,2,304.1,313.3,1725,28.3,177,0
5131,4080,1,304.2,313.3,1668,35.7,180,0
5132,4081,1,304.1,313.3,1452,43.9,182,0
5133,4082,1,304.1,313.3,1415,50.0,184,0
5134,4083,1,304.1,313.2,1824,25.8,186,0
5135,4084,1,304.1,313.3,1438,45.5,188,0
5136,4085,1,304.1,313.3,1883,24.5,190,0
5137,4086,1,304.2,313.4,1735,28.9,192,0
5138,4087,1,304.3,313.5,1464,36.7,194,0
5139,8539,2,304.3,313.6,1489,40.3,196,0
5140,8540,2,304.4,313.6,1510,38.9,199,0
5141,8541,2,304.3,313.6,1585,32.1,202,0
5142,4088,1,304.4,313.7,1509,35.0,205,1
5143,4089,1,304.4,313.6,1568,39.1,0,0
5144,8542,2,304.3,313.5,1525,42.0,2,0
5145,4090,1,304.4,313.7,1607,33.5,5,0
5146,4091,1,304.5,313.7,1670,32.9,7,0
5147,4092,1,304.4,313.6,1585,38.9,9,0
5148,4093,1,304.4,313.6,1569,38.4,11,0
5149,4094,1,304.4,313.6,1507,43.1,13,0
5150,4095,1,304.3,313.5,1452,41.5,15,0
5151,4096,1,304.3,313.5,1590,29.8,17,0
5152,4097,1,304.3,313.6,1409,56.0,19,0
5153,4098,1,304.3,313.5,2643,12.7,21,0
5154,4099,1,304.2,313.4,1644,31.7,23,0
5155,4100,1,304.2,313.4,1568,37.6,25,0
5156,517,0,304.2,313.3,1625,37.3,27,0
5157,4101,1,304.2,313.4,1482,41.4,32,0
5158,518,0,304.1,313.3,1397,49.6,34,0
5159,4102,1,304.1,313.3,1459,50.3,39,0
5160,4103,1,304.2,313.4,1490,44.0,41,0
5161,4104,1,304.1,313.2,1434,50.1,43,0
5162,8543,2,304.1,313.2,2028,18.9,45,0
5163,4105,1,304.2,313.3,1464,45.9,48,0
5164,8544,2,304.2,313.4,1713,23.5,50,0
5165,8545,2,304.3,313.4,1624,32.1,53,0
5166,4106,1,304.2,313.4,1421,43.4,56,0
5167,519,0,304.2,313.5,1546,41.4,58,0
5168,4107,1,304.2,313.4,1639,32.7,63,0
5169,520,0,304.1,313.4,1696,29.6,65,0
5170,4108,1,304.1,313.3,1470,39.9,70,0
5171,8546,2,304.1,313.3,1480,38.4,72,0
5172,8547,2,304.2,313.4,1329,54.5,75,0
5173,4109,1,304.2,313.4,1740,28.2,78,0
5174,8548,2,304.2,313.5,1739,28.1,80,0
5175,8549,2,304.2,313.5,1390,47.8,83,0
5176,4110,1,304.2,313.4,1740,23.7,86,0
5177,8550,2,304.0,313.3,1844,27.1,88,0
5178,521,0,304.0,313.1,1388,53.2,91,0
5179,522,0,304.0,313.2,1517,43.1,96,0
5180,8551,2,304.0,313.1,1450,42.8,101,0
5181,4111,1,304.0,313.2,1584,38.7,104,0
5182,4112,1,304.0,313.1,1720,28.7,106,0
5183,4113,1,303.9,313.1,1586,31.9,108,0
5184,8552,2,303.9,313.0,1901,22.5,110,0
5185,4114,1,304.0,313.0,1397,42.4,113,0
5186,4115,1,304.0,313.0,2012,21.1,115,0
5187,4116,1,304.0,313.0,2354,15.0,117,0
5188,4117,1,304.0,313.1,1648,35.7,119,0
5189,4118,1,304.0,313.2,1632,30.6,121,0
5190,8553,2,304.1,313.2,1427,46.9,123,0
5191,4119,1,304.1,313.2,1452,48.0,126,0
5192,4120,1,304.0,313.2,1416,46.0,128,0
5193,4121,1,303.9,313.1,1310,62.9,130,0
5194,523,0,304.0,313.1,1408,39.8,132,0
5195,8554,2,303.9,313.1,1668,34.4,137,0
5196,4122,1,303.9,313.0,1551,36.8,140,0
5197,524,0,303.9,313.0,1517,36.0,142,0
5198,525,0,303.8,312.9,1570,35.8,147,0
5199,4123,1,303.8,312.8,1428,53.3,152,0
5200,4124,1,303.8,312.8,1503,40.0,154,0
5201,4125,1,303.8,312.8,1416,58.7,156,0
5202,8555,2,303.7,312.7,1396,47.3,158,0
5203,4126,1,303.7,312.7,1335,51.1,161,0
5204,8556,2,303.7,312.6,1671,30.5,163,0
5205,4127,1,303.7,312.7,1989,22.4,166,0
5206,4128,1,303.7,312.7,1468,43.3,168,0
5207,526,0,303.7,312.6,1711,27.6,170,0
5208,8557,2,303.8,312.7,1488,41.3,175,0
5209,4129,1,303.8,312.7,1664,29.3,178,0
5210,8558,2,303.8,312.7,1507,38.5,180,0
5211,4130,1,303.7,312.6,1466,42.5,183,0
5212,4131,1,303.7,312.5,1433,53.6,185,0
5213,4132,1,303.7,312.5,1397,45.7,187,0
5214,8559,2,303.7,312.6,1429,43.3,189,0
5215,4133,1,303.7,312.7,1572,37.2,192,0
5216,8560,2,303.7,312.7,1532,42.7,194,0
5217,8561,2,303.7,312.7,1316,51.8,197,0
5218,8562,2,303.8,312.8,1420,47.9,200,0
5219,4134,1,303.8,312.9,1589,37.2,203,0
5220,4135,1,303.8,313.0,1365,59.9,205,1
5221,4136,1,303.8,313.0,1633,32.9,207,0
5222,4137,1,303.9,313.0,1626,31.4,209,0
5223,4138,1,303.9,313.1,1665,29.6,0,0
5224,8563,2,303.9,313.2,1350,47.2,2,0
5225,4139,1,303.9,313.2,1590,31.9,5,0
5226,8564,2,304.0,313.2,1437,53.9,7,0
5227,4140,1,303.9,313.0,1403,48.3,10,0
5228,4141,1,303.9,313.1,1440,41.1,12,0
5229,8565,2,303.9,313.1,1343,61.4,14,0
5230,527,0,303.9,313.1,1790,26.7,17,0
5231,8566,2,303.8,313.1,2117,18.6,22,0
5232,4142,1,303.8,313.1,1458,42.2,25,0
5233,4143,1,303.6,312.9,1381,57.8,27,0
5234,4144,1,303.6,312.9,1450,45.3,29,0
5235,4145,1,303.7,312.9,1461,50.1,31,0
5236,8567,2,303.7,312.9,1511,41.0,33,0
5237,4146,1,303.8,313.1,1394,45.4,36,0
5238,4147,1,303.8,313.0,1499,42.3,38,0
5239,4148,1,303.7,313.0,1457,44.1,40,0
5240,4149,1,303.7,313.0,1753,29.0,42,0
